Review ID,Username,Rating,Review Text,Date
04a585db-376f-4664-b820-b66d6128e2e0,Riko Sahril,1,tanpa kejelasan akun di blokir . padahal ga punya salah . katanya ada indikasi orderan fiktif . masa ada yang suka sama kita tiap Kastemer order pengennya kita ga boleh walaupun tiap hari . padahal ga di OFLAININ,11/3/2025 15:01
1981aa5a-715f-474a-b654-4eaa2168e82d,Agil Tum,1,di kota Garut gaada autobid nya,11/3/2025 15:00
d069f6db-7166-455e-8b9c-df4865c3e661,Willy Ibrahim,5,bagus,11/3/2025 14:36
31b5aae5-583d-4f42-8c02-33d5a8908191,Mulyana Adhy,3,"Dari bulan Agustus - Oktober, sy mengalami hal ganjil: tdk ada order masuk tiba² ada chat cs & telepon masuk, di aplikasi cs/penumpang seolah sudah terhubung dgn rider/driver padahal tdk ada notif order masuk. Hal ini sangat urgent tuk diperbaiki dikarenakan akan ada cs² yg kecewa & bisa sj memberi penilaian jelek ke rider/driver seolah tdk direspon. Please fix it ASAP. Juga batasi jumlah rider/driver, lbh selektif. jgn sampai tdk seimbang dgn jumlah penumpang yg ada. Kota Bandung 🙏🏾 Thanks,",11/3/2025 14:29
eb5c74f1-afef-46cb-ad19-e810e82310eb,MUCHAMAD KHAMIM MARIYANTO,5,nice,11/3/2025 14:00
9e818b69-ba83-43d7-93e3-357163d91b42,Gilang Rindra,5,pekerjaan yang flexibel,11/3/2025 13:58
1eac1f73-a543-46ee-82c7-1156cc5f7b2b,Ervina Agustina,1,"sangat"" buruk",11/3/2025 12:54
ab948d3a-f0e6-4225-a8eb-62358103178a,Riza Iza,1,𝗚𝗔𝗥𝗢𝗕𝗟𝗢𝗚 𝗗𝗥𝗜𝗩𝗘𝗥 𝗡𝗔 𝗢𝗟𝗢 𝗢𝗟𝗢,11/3/2025 12:50
ef7d0969-7670-4683-acb6-55a56f9d6937,samsung bachri,1,"posisi aplikasi Autobid ongkos nya ga tau mana bisa menawarkan ongkos wajar. kira kira lah masa 1km 1.400 driver itu modal HP, atribut, motor, kuota internet, bensin. naik becak saja sudah 20rb. ini untuk jarak 14.6 km ongkos kuterima 20rb!!!! bukan masalah ongkos flexible konsumen tapi tarif terlalu kemurahan karena autobid ga bisa nawarin ongkos yang sesuai dengan jarak tempuh yang wajar. masa jarak 14.6Km terima ongkos 20rb!!! kira kira pake otak dikit jangan taro didengkul !",11/3/2025 12:28
2558485f-4ef2-4101-be81-7ed843af8fd5,Surati,5,"pelayanan yg baik, ramah dan pas dikantong.",11/3/2025 11:55
b03cc4e4-481a-4700-9669-2dcd409e17a9,ATNA,5,mantap,11/3/2025 11:23
1c2a3ce1-6f73-4fa2-9b97-8cf1adbac216,bayu risna,5,tingkatkan lagi untuk indrive,11/3/2025 11:14
fb535284-47ba-4a61-b224-7b5966b5e053,Tinggal Pak enting,5,bagus.,11/3/2025 10:35
20ab88b1-bd15-4f47-89d3-fce0a159f0aa,Ade Moch sobirin,5,mantul,11/3/2025 10:27
441cf8c8-5d16-451c-b50d-4b872989f0d0,Habib Abdilhaq,1,orderan kek nya di batasi masa udah 2 minggu orderan cuma dapat 3 perhari... nunggu dapat orderan 3 jam 1 orderan ngak kek dulu sblum banyak update gini makin parah,11/3/2025 10:07
ddb349c2-1783-4304-9666-38289a77872d,Parulian Natalsitohang,5,tlong kembalikan frekuensi saya,11/3/2025 10:03
2f4d88af-233c-4ecf-a4a2-336d10642877,Sudewo Prasetyo,5,tolong update aplikasi agar jika masuk orderan layar HP langsung ke menu aplikasi,11/3/2025 9:29
ba8dd69d-af0b-40db-a7f1-de6b270705e5,Rd. Ayu Ratna Garvita,5,hemat,11/3/2025 9:01
d372504f-daa9-414f-af1e-5bba5d8ca649,Dadang Hermawan,5,mantap,11/3/2025 7:52
d21740b6-a571-4e73-8395-5541598899c5,Vivo Blacky,5,Aplikasi yg bagus. Driver nya ramah dan mobil2 nya nyaman.,11/3/2025 7:47
0cdf0db4-362e-4c84-9e92-6010b0b10997,mil cemil77,5,bagus,11/3/2025 7:45
1c99fe7d-cfb3-43af-9fe8-99a3f19fc085,Vavan_YT,4,tolong perbaiki lg aplikasinya.. saya nunggu sesuai map.. tapi si gojek nya malah jemputnya di titik yg slh.. ini titiknya lg error apa gmn ya ?? udh 5hri lebih titiknya kayak gini terus perbaiki lg dong Apk Indriver nya 🙏🏻😔,11/3/2025 7:40
db61ab78-22da-4b23-a699-a6b9af9c15fe,Alexandra Catriona,1,APLIKASI SAMPAHHHHH,11/3/2025 7:28
2fd61c76-c296-4b1e-851f-c0515c46e9c1,Awan Yusuf,5,apk yg harus di pakai soalnya bagus,11/3/2025 7:19
1a41fd8e-fb05-4941-8e46-9846550ef7b2,Anis Garden,3,coba sistem nya di rubah..jangan merugikan sepihak. jika ada 1 penumpang yang kasih bitang buruk jangan langsung turun reting ...,11/3/2025 7:18
bb1525a5-9d3c-4101-b9ba-e37c16822124,Dul Ton,4,ok,11/3/2025 7:17
4c210be0-b049-441a-9fe2-5707b9fb6b54,Ridwan Nursoleh,5,selalu memberikan yang terbaik,11/3/2025 6:21
dd2db49f-7e18-4489-8890-6fd0b7cdcfd1,Lionor 779,5,okeu,11/3/2025 5:59
0393ad2e-e666-4e3f-8528-891a380b06ac,Nana Sumarna,5,apk mantap bisa menghasilkan uang terima kasih indriver,11/3/2025 4:57
68f37891-5f13-4dfd-9a66-e356443de984,Zefanya Tamasalang,5,pengemudi sopan,11/3/2025 4:57
9c0791fc-7368-4023-b0ed-2c35abf99800,Syifa Fauziah,5,ok,11/3/2025 4:31
bb9bc4fd-6a82-4179-955b-34d02da3769b,JAFAN KUSUMA,5,"pencarian kendaraan ny cpat, tidak btuh mnunggu lama, keren",11/3/2025 3:57
549c5e2b-9de8-4ee3-b7b0-5be037342542,Iwan Calm,5,transpprtasi cepat. driver bebas memilih.,11/3/2025 3:50
fbc644fc-c1e4-453a-a034-9cc7bb2e7d5a,patir alhadid,5,Di benar kan lagi aplikasi nya masi banyak BUG,11/3/2025 3:34
330eb2b6-c6b0-451a-bd60-85ddc0308d0d,syanins X,1,"sistemnya sekarang makin kacau aja. rating tiba"" turun dari 5.0 jadi 4.96 padahal ga ada yg ngasih bintang jelek, ga ada keluhan penumpang, jemput juga ga pernah telat lebih dari 5menit. alasan turun rating juga ga ada. seolah sengaja membuat driver jadi anyep.",11/3/2025 2:39
52cd3332-ce6d-44ed-a60a-c6e5ff7ef818,Intan Mau,5,Sangat bagus,11/3/2025 1:51
1631927f-5521-4e78-acba-472fc2f0717c,Dhie 92,4,tolong perbaiki kenapa harus berulang ulang motoin skck,11/3/2025 1:23
21acc625-29d6-4007-8fa6-c328e6ae295a,Irsyad Chibi,1,aplikasi gak jelas,11/3/2025 1:18
3f41d2de-5284-499a-99a1-2bf7d2a0991a,Forum Masyarakat,5,MANTUL,11/3/2025 0:31
f7ff9122-8bd2-49e3-9cf0-fdb605dbfdf9,rudi_nip 09,5,ok,11/3/2025 0:13
c695e4fe-c5cf-44a3-9599-042b832e7c9f,Alif Winandar,1,"Please buat indrive untuk pemilihan rute perjalanan jangan yang terlalu jauh, biaya ongkosnya jadi makin mahal. alasan saya pilih indrive itu krn dikenal murah dalam ongkos. kalau begini apa bedanya dngan ojol yang lain. maka dari itu please 🙏",11/2/2025 23:40
7b27fc41-92ed-4633-b675-43a1ae7d9cda,Ricardoritonga Kardo,5,"terimakasih banyak, akun driver saya sudah pulih, indrive the best",11/2/2025 23:25
510770db-9f4a-4a6e-af4e-cd83121dfb72,Bobrok Cs,5,bgus,11/2/2025 23:15
9096d56c-e3e0-4c67-8659-79f39cefa107,Robert Linggupa,5,harga lebih murah,11/2/2025 22:33
95ea56a4-ab45-439b-9c04-376f8f11c733,Bobby Wiradisastra,5,luar biasa sangat membantu,11/2/2025 22:26
071b8d3d-e544-4c3b-8469-a0aa646e598c,Sandi Kurniawan,4,bagus,11/2/2025 21:41
e9f9b205-5a42-42c6-beec-58d7c485dda3,Iskandar Zulkarnain,1,very fikasi. foto masalah,11/2/2025 20:26
343ad56b-7c61-4cb9-a92e-10b5c7c7d7d2,muhamad Ariel,5,oke,11/2/2025 19:12
